,mean,std,min,max
shimmerLocal_de_qregerrQ,2.3026230739130433,0.5151714069221905,0.7649857,3.2477
shimmerLocal_de_centroid,0.5047985347826087,0.05075249721218928,0.4410637,0.6919447
shimmerLocal_de_variance,0.004607475521739131,0.0010312546252021842,0.001530745,0.006505458
shimmerLocal_de_stddev,0.0673835952173913,0.008364738338531505,0.03912473,0.08065642
shimmerLocal_de_skewness,-0.12644829121739132,0.1634834701063419,-0.504894,0.2278313
shimmerLocal_de_kurtosis,5.528189869565217,0.9119839349117995,4.375901,8.290365
shimmerLocal_de_quartile1,-0.026696768869565218,0.0072919588388616835,-0.03847277,-0.003542234
shimmerLocal_de_quartile2,0.00029501745565217394,0.0006916052832404484,-0.001668554,0.00162413
shimmerLocal_de_quartile3,0.028878975956521745,0.006915523055896431,0.006688637,0.03957049
shimmerLocal_de_upleveltime25,0.9597391304347823,0.010553833389318137,0.944,0.982
shimmerLocal_de_downleveltime25,0.040260869565217405,0.010553833389318128,0.018,0.056
shimmerLocal_de_upleveltime50,0.5398260869565218,0.14585785489301595,0.288,0.792
shimmerLocal_de_downleveltime50,0.46017391304347827,0.14585785489301595,0.208,0.712
shimmerLocal_de_upleveltime75,0.04304347826086957,0.016861678609604584,0.014,0.088
shimmerLocal_de_downleveltime75,0.9569565217391305,0.016861678609604584,0.912,0.986
shimmerLocal_de_upleveltime90,0.009043478260869568,0.004819263060125246,0.004,0.024
shimmerLocal_de_downleveltime90,0.9909565217391305,0.00481926306012525,0.976,0.996
shimmerLocal_de_risetime,0.4895007434782609,0.0463497547631428,0.2925852,0.5190381
shimmerLocal_de_falltime,0.48488281304347824,0.04150975592882082,0.3046092,0.5230461
shimmerLocal_de_leftctime,0.487078747826087,0.04173101148963518,0.3072289,0.5160643
shimmerLocal_de_rightctime,0.49493626956521747,0.04603317754650082,0.2951807,0.5361446
shimmerLocal_de_duration,500.0,0.0,500.0,500.0
pcm_loudness_max,0.5085559652173913,0.08710662999690567,0.2641082,0.6190316
pcm_loudness_min,0.0002376507391304348,0.001139732906260307,0.0,0.005465967
pcm_loudness_range,0.5083183130434783,0.0869536711008606,0.2641082,0.6190316
pcm_loudness_maxPos,241.52173913043478,137.90275544917262,0.0,488.0
pcm_loudness_minPos,176.65217391304347,138.56656053898698,0.0,496.0
