,mean,std,min,max
pcm_loudness_minPos,264.8888888888889,155.45870916873798,2.0,495.0
pcm_loudness_maxameandist,1.9050179222222223,0.8079982312161634,0.2921261,2.703504
pcm_loudness_minameandist,0.6165125592592593,0.22636795748470143,0.2199547,0.8806708
pcm_loudness_linregc1,6.693102307407396e-06,0.0008635046866979119,-0.002004076,0.001625772
pcm_loudness_linregc2,0.6276470707407408,0.3294187373305835,0.03535701,1.258314
pcm_loudness_linregerrA,0.3562348074074074,0.14851665395824523,0.08847785,0.5044779
pcm_loudness_linregerrQ,0.24466710444444445,0.13610431778072682,0.01144003,0.4184037
pcm_loudness_qregc1,-9.15315115925926e-07,4.503990019410523e-06,-1.13649e-05,8.369371e-06
pcm_loudness_qregc2,0.0004634354244444444,0.0022697970499320104,-0.003274413,0.005381171
pcm_loudness_qregc3,0.5897374796296296,0.3421480232648814,-0.02137885,1.189969
pcm_loudness_qregerrA,175.02772333333334,73.56016108195779,44.07925,250.4629
pcm_loudness_qregerrQ,118.79674974074072,66.86132476066638,5.710145,197.0847
pcm_loudness_centroid,0.5010772333333333,0.05451469395257646,0.3888812,0.6516131
pcm_loudness_variance,0.25962681407407406,0.1419862499874445,0.01146601,0.4490228
pcm_loudness_stddev,0.472183362962963,0.19514112665665476,0.1070795,0.6700916
pcm_loudness_skewness,1.1059185629629629,0.5193385791243328,0.1822131,2.360717
pcm_loudness_kurtosis,4.470487592592593,2.345143881987632,2.359869,13.90567
pcm_loudness_quartile1,0.2774872407407407,0.08604561600800098,0.1404509,0.4397331
pcm_loudness_quartile2,0.4988804111111111,0.17703212243810734,0.2174186,0.7877995
pcm_loudness_quartile3,0.8678158185185184,0.33731247423982463,0.3029049,1.237807
pcm_loudness_upleveltime25,0.43466666666666665,0.1792402770670614,0.148,0.798
pcm_loudness_downleveltime25,0.5653333333333335,0.17924027706706136,0.202,0.852
pcm_loudness_upleveltime50,0.15051851851851852,0.10015002990528005,0.002,0.408
pcm_loudness_downleveltime50,0.8494814814814815,0.10015002990528007,0.592,0.998
pcm_loudness_upleveltime75,0.028666666666666667,0.01913514688090599,0.002,0.082
pcm_loudness_downleveltime75,0.9713333333333333,0.019135146880905986,0.918,0.998
pcm_loudness_upleveltime90,0.006074074074074075,0.0042419691175563734,0.002,0.016
pcm_loudness_downleveltime90,0.993925925925926,0.004241969117556377,0.984,0.998
pcm_loudness_risetime,0.5042677962962963,0.012153714895470036,0.4829659,0.5270541
pcm_loudness_falltime,0.49573220370370374,0.012153714895470041,0.4729459,0.5170341
pcm_loudness_leftctime,0.5142793481481482,0.009505915447857892,0.4939759,0.5321285
pcm_loudness_rightctime,0.48572065185185176,0.009505915447857892,0.4678715,0.5060241
pcm_loudness_duration,500.0,0.0,500.0,500.0
